2025-04-11 09:46:07 | config/init-bts > | show | RESULT: NOK
2025-04-18 15:31:40 | config/init-cell/cfg-bts(147568)/eqm-1/apeqm-1 > | show_xml | RESULT: OK
2025-04-18 15:31:48 | config/init-cell/cfg-bts(147568)/eqm-1/apeqm-1 > | show_xml -a | RESULT: OK
2025-04-18 15:56:45 | config/init-bts > | show_xml_list | RESULT: OK
2025-04-18 15:57:13 | config/init-bts > | show_xml_list | RESULT: OK
2025-04-18 17:10:51 | config/init-bts > | show_xml_list | RESULT: OK
2025-04-18 17:11:27 | config/init-bts > | show_xml | RESULT: OK
2025-04-18 17:19:17 | config/init-bts > | show_xml | RESULT: OK
2025-04-18 18:25:37 | config/init-cell > | show_xml_list | RESULT: OK
2025-04-18 18:25:38 | config/init-cell > | show | RESULT: OK
2025-04-18 18:27:24 | config/init-cell > | show_xml_list | RESULT: OK
2025-04-18 18:28:32 | config/init-cell > | show_xml_list | RESULT: OK
2025-04-18 18:28:35 | config/init-cell > | show | RESULT: OK
2025-04-18 18:30:36 | config/init-cell/cfg-bts(147568)/eqm-1/apeqm-1 > | flush | RESULT: OK
2025-04-21 10:02:06 | config/init-bts > | show | RESULT: OK
2025-04-21 10:14:43 | # nocli > | load setup_bts.txt | RESULT: OK
2025-04-21 10:15:15 | # nocli > | load setup_bts.txt | RESULT: OK
2025-04-21 10:15:26 | # nocli > | load setup_bts.txt | RESULT: OK
2025-04-21 10:21:00 | config/init-bts > | show | RESULT: OK
2025-04-21 10:22:16 | config/init-bts > | show | RESULT: OK
2025-04-21 10:53:48 | config/init-bts > | show | RESULT: OK
2025-04-21 10:56:16 | config/init-bts/cfg-bts(147568)/apeqm(1) > | flush | RESULT: OK
2025-04-21 11:07:40 | config/init-bts > | show | RESULT: OK
2025-04-21 11:08:20 | config/init-bts > | show | RESULT: OK
2025-04-21 11:19:17 | config/init-bts > | show | RESULT: OK
2025-04-21 11:26:56 | config/init-bts > | show | RESULT: OK
2025-04-21 13:12:37 | config > | flush | RESULT: OK
2025-04-21 13:12:53 | config/init-bts/cfg-bts(147568) > | flush -m "test" | RESULT: OK
2025-04-21 15:16:51 | config/init-bts/cfg-bts(147568)/apeqm(1) > | flush -m tojson1 | RESULT: OK
2025-04-21 15:49:33 | config/init-bts/cfg-bts(147568)/apeqm(1) > | flush -m "test123" | RESULT: OK
2025-04-21 15:52:42 | config/init-bts/cfg-bts(147568)/apeqm(1) > | flush | RESULT: OK
2025-04-21 16:31:58 | config/init-bts/cfg-bts(147568)/apeqm(1) > | flush | RESULT: OK
2025-04-21 17:04:19 | config/init-bts > | show | RESULT: OK
2025-04-21 17:11:07 | config/init-bts/cfg-bts(147568)/apeqm(1) > | flush | RESULT: OK
2025-04-21 17:11:25 | config/init-bts/cfg-bts(147568)/apeqm(1) > | flush -m "test 123" | RESULT: OK
2025-04-22 13:37:06 | cfg-bts(12345)-lnmme(1)> | flush -m "test new" | RESULT: OK
2025-04-22 13:39:29 | cfg-bts(12345)-lnmme(1)> | flush -m "test new" | RESULT: OK
2025-04-22 13:43:52 | cfg-bts(12345)> | flush | RESULT: OK
2025-04-22 13:45:21 | cfg-bts(12345)-lnmme(1)> | flush | RESULT: OK
2025-04-22 14:03:47 | cfg-bts(12345)-lnmme(1)> | flush | RESULT: OK
2025-04-22 14:09:09 | cfg-bts(12345)-lnmme(1)> | flush | RESULT: OK
2025-04-22 14:16:02 | cfg-bts(12345)-lnmme(1)> | flush | RESULT: OK
2025-04-22 15:01:46 | cfg-bts(123)-lnmme(1)> | flush | RESULT: OK
2025-04-22 15:06:16 | cfg-bts(123)-lnmme(1)> | flush | RESULT: OK
2025-04-22 15:06:33 | nocli-cfg> | flush | RESULT: OK
2025-04-22 15:31:24 | config/init-bts > | commit | RESULT: OK
2025-04-22 15:51:40 | cfg-bts(12345)> | commit | RESULT: OK
2025-04-22 15:59:52 | cfg-bts(12345)-lnmme(1)> | commit | RESULT: OK
2025-04-22 18:25:59 | cfg-bts(12345)-lnmme(1)> | commit | RESULT: OK
2025-04-22 18:43:49 | cfg-bts(12345)> | commit | RESULT: OK
